user_id,name,age,location,skills,experience_years,preferred_role,preferred_type,salary_expectation,active
1112,Mehul Bhagat,26,Remote,"DevOps,Android,Machine Learning,Tableau,C++,Kubernetes",1,Cloud Engineer,Internship,1570120,False
1113,Madhup Mane,39,Bangalore,"Tableau,C++,TensorFlow,Android,Kubernetes",0,Data Scientist,Hybrid,1504088,True
1114,Mamooty Andra,23,Kolkata,"DevOps,Cybersecurity,Java,Android,Power BI,MongoDB",9,ML Engineer,Hybrid,2294932,True
1115,Gatik Barad,22,Remote,"Machine Learning,C++,Tableau",10,Backend Engineer,Full-time,1339112,False
1116,Raghav Walla,35,Pune,"Spring Boot,TensorFlow,MongoDB,Flutter,Tableau",5,Cybersecurity Analyst,Full-time,1703621,True
1117,Divyansh Sem,31,Hyderabad,"TensorFlow,SQL,Node.js,Machine Learning,Java,DevOps",10,Backend Engineer,Hybrid,1601206,False
1118,Armaan Verma,25,Hyderabad,"Cybersecurity,MongoDB,Machine Learning,Node.js,Tableau",10,Full Stack Developer,Full-time,2075895,False
1119,Kashvi Varghese,21,Mumbai,"AWS,Docker,Machine Learning,Power BI,React",3,Backend Engineer,Remote,623653,False
1120,Aayush Babu,24,Bangalore,"Node.js,MongoDB,DevOps,AWS,C++",9,Backend Engineer,Internship,483259,False
1121,Kismat Kulkarni,32,Chennai,"TensorFlow,Android,Kubernetes,Tableau,Node.js,MongoDB",7,ML Engineer,Hybrid,2147999,False
1122,Samar Sha,30,Kolkata,"AWS,Docker,Node.js,SQL,Python,Machine Learning",7,Mobile Developer,Full-time,2463880,True
1123,Ritvik Borra,30,Hyderabad,"SQL,Android,Tableau,Node.js",6,Frontend Developer,Remote,2192167,False
1124,Nitara Dara,21,Kolkata,"MongoDB,Tableau,Spring Boot",3,Data Analyst,Full-time,1872497,True
1125,Zara Chopra,21,Mumbai,"Machine Learning,Node.js,Cybersecurity",0,DevOps Engineer,Internship,882138,False
1126,Gatik Vaidya,35,Bangalore,"Python,SQL,Docker",2,Full Stack Developer,Internship,766351,False
1127,Anahi Saran,28,Delhi,"Java,Kubernetes,Flutter",10,Cybersecurity Analyst,Internship,563432,True
1128,Advika Sarna,36,Bangalore,"Node.js,TensorFlow,Flutter,Python",9,Mobile Developer,Remote,2047211,True
1129,Ojas Mane,23,Mumbai,"Tableau,Cybersecurity,DevOps",8,Full Stack Developer,Full-time,1937681,False
1130,Tiya Lala,22,Kolkata,"SQL,Python,Spring Boot,C++,AWS",3,Frontend Developer,Hybrid,859560,True
1131,Kabir Soni,32,Mumbai,"Android,Power BI,AWS,Node.js",1,Cloud Engineer,Full-time,1530787,True
1132,Eshani Banik,22,Chennai,"Machine Learning,TensorFlow,Tableau",6,Full Stack Developer,Internship,1362474,True
1133,Purab Kadakia,27,Delhi,"Java,Machine Learning,SQL,React,MongoDB",5,Data Analyst,Internship,2144389,False
1134,Vritika Yadav,31,Pune,"Power BI,Spring Boot,Tableau,SQL,MongoDB,Java",6,Frontend Developer,Internship,1056889,False
1135,Manjari Dutt,31,Hyderabad,"Machine Learning,TensorFlow,Cybersecurity",7,Cybersecurity Analyst,Internship,998958,False
1136,Abram Lal,32,Remote,"Spring Boot,Flutter,SQL",10,Data Scientist,Full-time,2003769,False
1137,Dharmajan Kara,37,Pune,"Node.js,Android,Java",2,Frontend Developer,Remote,1836492,False
1138,Anya Yohannan,33,Bangalore,"Android,Spring Boot,Cybersecurity,DevOps",1,Cybersecurity Analyst,Remote,1839099,False
1139,Damini Ghosh,31,Delhi,"React,Python,AWS,Power BI",8,Data Analyst,Full-time,1397970,False
1140,Umang Vyas,35,Chennai,"Power BI,Docker,React,Node.js,Flutter",1,Cloud Engineer,Remote,2166931,True
1141,Madhup Sangha,31,Mumbai,"Cybersecurity,DevOps,TensorFlow",4,Backend Engineer,Remote,1816208,True
1142,Nitara Master,24,Chennai,"Kubernetes,Power BI,Python,Spring Boot",8,Cybersecurity Analyst,Hybrid,2260442,True
1143,Darshit Batta,40,Hyderabad,"TensorFlow,MongoDB,Power BI",8,Data Analyst,Internship,609332,True
1144,Arhaan Bobal,31,Hyderabad,"Android,Tableau,Spring Boot,Node.js,DevOps,Flutter",8,Cybersecurity Analyst,Remote,841203,False
1145,Siya Buch,37,Bangalore,"Tableau,Node.js,TensorFlow",2,Backend Engineer,Hybrid,1245690,False
1146,Bhamini Gokhale,37,Delhi,"SQL,Docker,DevOps",2,DevOps Engineer,Full-time,2407944,True
1147,Oorja Bhatt,39,Pune,"Machine Learning,Java,Python,C++",0,Cybersecurity Analyst,Hybrid,1184194,False
1148,Dhanush Ganguly,40,Bangalore,"Cybersecurity,TensorFlow,DevOps,Power BI,React,MongoDB",10,Data Analyst,Hybrid,2202301,True
1149,Mamooty Ahuja,22,Pune,"Flutter,Power BI,Android,Docker,AWS,TensorFlow",2,Mobile Developer,Hybrid,1748589,False
1150,Renee Kunda,25,Mumbai,"Machine Learning,Kubernetes,Android",1,DevOps Engineer,Internship,1339847,True
1151,Zaina Sane,24,Bangalore,"MongoDB,Flutter,Kubernetes,AWS,Cybersecurity",5,Cybersecurity Analyst,Hybrid,1096221,True
1152,Tanya Seth,36,Remote,"TensorFlow,Power BI,Python,C++,Docker,SQL",7,ML Engineer,Remote,1780149,True
1153,Manjari Joshi,22,Delhi,"Power BI,TensorFlow,Python,React,Docker,C++",4,Mobile Developer,Internship,1834852,True
1154,Mamooty Bora,33,Bangalore,"Spring Boot,Cybersecurity,TensorFlow,C++",6,Full Stack Developer,Internship,1473233,True
1155,Kartik Karpe,25,Hyderabad,"Spring Boot,Machine Learning,DevOps,Node.js,React,TensorFlow",8,Data Analyst,Full-time,490016,True
1156,Onkar Tata,25,Mumbai,"Tableau,Android,Node.js,DevOps,AWS,TensorFlow",5,Backend Engineer,Internship,1555079,False
1157,Yakshit Tata,37,Remote,"Power BI,Python,Spring Boot,Machine Learning,DevOps",1,Data Analyst,Hybrid,411766,False
1158,Amani Zacharia,29,Chennai,"DevOps,Power BI,AWS",8,Cybersecurity Analyst,Internship,919816,True
1159,Mamooty Dyal,22,Hyderabad,"Python,Android,Machine Learning,Flutter",2,Data Analyst,Remote,2021247,False
1160,Aarna Venkatesh,22,Pune,"Cybersecurity,Machine Learning,Power BI,MongoDB",5,Backend Engineer,Internship,1735823,False
1161,Mannat Buch,29,Remote,"Kubernetes,SQL,TensorFlow,DevOps",4,DevOps Engineer,Remote,2351027,False
1162,Anaya Kata,36,Mumbai,"TensorFlow,React,MongoDB,Tableau,Flutter",5,Backend Engineer,Hybrid,476439,False
1163,Indranil Gaba,23,Mumbai,"SQL,Power BI,Docker,Tableau,Flutter,DevOps",4,Full Stack Developer,Hybrid,875764,True
1164,Advik Ravel,40,Chennai,"Java,Tableau,Kubernetes,Cybersecurity",0,Frontend Developer,Internship,1685351,False
1165,Yakshit Wali,24,Pune,"Cybersecurity,AWS,Flutter",10,Cloud Engineer,Internship,1136578,False
1166,Tara Kanda,31,Delhi,"C++,Kubernetes,Java",2,Data Analyst,Remote,452420,False
1167,Yuvraj  Kalita,36,Pune,"Java,Python,TensorFlow,React,Android",5,DevOps Engineer,Internship,2499151,False
1168,Anaya Gaba,25,Remote,"Docker,React,Machine Learning,AWS,Spring Boot",7,DevOps Engineer,Remote,359073,False
1169,Nitya Tara,30,Chennai,"MongoDB,Flutter,Tableau,Machine Learning",1,Data Analyst,Full-time,1075028,True
1170,Yasmin Barad,36,Mumbai,"Python,SQL,MongoDB,Kubernetes",7,DevOps Engineer,Hybrid,1566452,True
1171,Priyansh Krishnamurthy,29,Mumbai,"Java,React,Android,TensorFlow",2,Data Analyst,Hybrid,792477,False
1172,Raghav Kibe,32,Chennai,"Node.js,Power BI,DevOps,Android",9,Mobile Developer,Internship,2274796,True
1173,Tarini Hegde,28,Hyderabad,"Tableau,Spring Boot,C++,React,Python,Flutter",8,Full Stack Developer,Remote,928526,True
1174,Vivaan Jani,31,Remote,"Docker,Power BI,C++",8,Cloud Engineer,Full-time,2201832,True
1175,Dhanush Swamy,37,Kolkata,"DevOps,Java,Android,TensorFlow,Spring Boot,Python",6,DevOps Engineer,Full-time,1213944,True
1176,Oorja Sathe,22,Kolkata,"C++,Cybersecurity,Java,DevOps,Android",7,Data Scientist,Hybrid,2014912,True
1177,Advika Rajan,25,Kolkata,"MongoDB,Android,DevOps,Tableau,Java",10,Full Stack Developer,Remote,1758652,True
1178,Navya Cherian,26,Kolkata,"Kubernetes,Python,Cybersecurity,TensorFlow",7,Full Stack Developer,Internship,1890800,True
1179,Madhav Dora,28,Remote,"Node.js,SQL,Docker,React,Python",10,Data Analyst,Full-time,1309427,True
1180,Rati Walia,23,Hyderabad,"Android,Java,Kubernetes",0,Data Analyst,Internship,1282890,True
1181,Hunar Shan,22,Pune,"Kubernetes,Machine Learning,Cybersecurity,DevOps,Node.js",2,Full Stack Developer,Remote,2034597,False
1182,Inaaya  Basak,29,Bangalore,"Flutter,Cybersecurity,Power BI,Java",5,Data Analyst,Hybrid,2046192,False
1183,Bhamini D’Alia,25,Delhi,"AWS,Cybersecurity,Power BI,Kubernetes,Flutter,React",4,Backend Engineer,Internship,541692,False
1184,Shayak Setty,34,Pune,"Kubernetes,SQL,Docker,Machine Learning,Power BI,Java",7,Mobile Developer,Full-time,1098937,True
1185,Faiyaz Kumer,29,Kolkata,"C++,Docker,Cybersecurity",7,ML Engineer,Hybrid,1571662,True
1186,Prerak Thakur,27,Chennai,"Power BI,Kubernetes,Docker",6,ML Engineer,Hybrid,1487236,False
1187,Purab Kumar,35,Mumbai,"SQL,Spring Boot,Tableau,Power BI,Kubernetes",1,Cloud Engineer,Hybrid,1151978,False
1188,Zeeshan Chadha,31,Kolkata,"DevOps,Kubernetes,Node.js",0,DevOps Engineer,Internship,1538126,True
1189,Saira Viswanathan,27,Mumbai,"MongoDB,Kubernetes,Power BI,Machine Learning",4,Cloud Engineer,Internship,2232856,True
1190,Vihaan Deo,32,Pune,"Cybersecurity,Power BI,AWS,Java",8,Data Scientist,Full-time,503484,True
1191,Abram Goel,34,Pune,"C++,Node.js,Python,Docker",8,Cloud Engineer,Hybrid,553546,False
1192,Kanav Kulkarni,36,Bangalore,"Cybersecurity,DevOps,Flutter",0,Data Scientist,Hybrid,1502458,True
1193,Raghav Halder,37,Kolkata,"React,DevOps,Tableau,Node.js",3,ML Engineer,Hybrid,1786633,False
1194,Kismat Master,33,Hyderabad,"MongoDB,Android,Kubernetes,Tableau,Node.js",10,Frontend Developer,Full-time,692169,False
1195,Adira Chaudhary,33,Kolkata,"Java,Python,AWS,C++,Kubernetes,Flutter",6,Mobile Developer,Full-time,478475,True
1196,Ayesha Bedi,27,Remote,"Java,C++,SQL,DevOps,Cybersecurity",5,Data Scientist,Remote,904783,False
1197,Samiha Barad,23,Delhi,"DevOps,Kubernetes,MongoDB,Machine Learning",6,Backend Engineer,Full-time,2400477,False
1198,Charvi Acharya,22,Hyderabad,"Kubernetes,C++,Machine Learning,MongoDB,Power BI,AWS",0,DevOps Engineer,Internship,2357740,True
1199,Seher Chauhan,32,Kolkata,"AWS,MongoDB,C++,TensorFlow,Cybersecurity,React",1,Frontend Developer,Hybrid,946849,False
1200,Mamooty Golla,25,Kolkata,"Spring Boot,React,C++,Python,Node.js",7,Mobile Developer,Hybrid,728789,True
1201,Alisha Bhattacharyya,23,Pune,"Android,Cybersecurity,Tableau,Flutter,Java,Python",1,Mobile Developer,Full-time,1660759,False
1202,Renee Dhawan,21,Delhi,"MongoDB,C++,Kubernetes,AWS,Machine Learning,Docker",2,Backend Engineer,Hybrid,1563036,False
1203,Tejas Venkatesh,36,Pune,"AWS,Flutter,SQL",6,DevOps Engineer,Internship,622631,False
1204,Samar Sandhu,29,Chennai,"Docker,Android,React,Node.js,Power BI,Python",6,Mobile Developer,Internship,1682198,False
1205,Charvi Kanda,31,Kolkata,"TensorFlow,Machine Learning,Docker,Power BI",5,Backend Engineer,Internship,1638560,False
1206,Aaina Kuruvilla,36,Chennai,"MongoDB,SQL,DevOps,Spring Boot,Java",9,ML Engineer,Remote,412894,False
1207,Arhaan Sharaf,27,Remote,"C++,Flutter,Power BI,Node.js,Machine Learning",4,ML Engineer,Hybrid,946523,False
1208,Saira Sengupta,33,Hyderabad,"Power BI,MongoDB,Tableau,Flutter,SQL,Python",5,Full Stack Developer,Full-time,758728,True
1209,Lakshit Joshi,32,Pune,"DevOps,MongoDB,Machine Learning",6,Frontend Developer,Full-time,713585,False
1210,Riaan Issac,28,Chennai,"Spring Boot,MongoDB,Android,Node.js,AWS,Python",7,Frontend Developer,Hybrid,2044727,True
1211,Miraan Krish,24,Pune,"TensorFlow,Machine Learning,Android,Docker,SQL",7,Mobile Developer,Internship,709460,False
1212,Charvi Tripathi,35,Mumbai,"TensorFlow,Java,React",0,Mobile Developer,Full-time,989351,True
1213,Indrajit Mahajan,37,Pune,"Machine Learning,Cybersecurity,Flutter,Android",3,Data Analyst,Remote,1081763,False
1214,Lagan Saini,33,Bangalore,"Android,Flutter,MongoDB,Python",3,ML Engineer,Hybrid,562411,True
1215,Akarsh Ganesan,38,Pune,"Machine Learning,Docker,Android,React,Node.js",10,Cloud Engineer,Hybrid,1930071,False
1216,Diya Divan,39,Hyderabad,"Spring Boot,Android,AWS,TensorFlow,Cybersecurity",9,Cybersecurity Analyst,Full-time,861817,False
1217,Adira Varghese,24,Chennai,"React,AWS,Spring Boot,Node.js,SQL",6,Data Analyst,Remote,1909396,False
1218,Anya Hari,26,Remote,"Cybersecurity,AWS,Power BI,TensorFlow",2,Backend Engineer,Hybrid,2191635,True
1219,Amani Shere,32,Bangalore,"Node.js,Docker,MongoDB,Power BI,Cybersecurity,Machine Learning",7,Data Analyst,Internship,2349754,True
